OTU	Group	Supergroup	MP1153_101bp	MP1153_151bp	MP1161_101bp	MP1161_151bp	MP1163_101bp	MP1163_151bp	MP1165_101bp	MP1165_151bp	MP1173_101bp	MP1173_151bp	MP1175_101bp	MP1175_151bp	MP1177_101bp	MP1177_151bp	MP1516_101bp	MP1516_151bp	MP1518_101bp	MP1518_151bp	MP1522_101bp	MP1522_151bp	MP1524_101bp	MP1524_151bp	MP1526_101bp	MP1526_151bp	MP1528_101bp	MP1528_151bp	MP2808_101bp	MP2808_151bp	MP2810_101bp	MP2810_151bp	MP2812_101bp	MP2812_151bp	MP2814_101bp	MP2814_151bp	MP2818_101bp	MP2818_151bp	MP2820_101bp	MP2820_151bp
MPN5152	Dinoflagellata	Alveolata	0	0	0	0	1	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0
MPN5156	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5157	MALV-I	Alveolata	0	0	0	0	0	0	3	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	6	1	1
MPN5161	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	32	35	1172	1216
MPN5169	MALV-I	Alveolata	0	0	0	0	0	0	2	2	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5172	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0
MPN5174	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	3	2	0	0	0	0	0	0
MPN5175	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	4	5	1	3	2	2
MPN5188	InSedArchaeplastida	Archaeplastida	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MPN5189	MALV-III	Alveolata	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0
MPN5192	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
MPN5193	RAD-B	Rhizaria	2	2	0	0	2	3	2	2	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0
MPN5196	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	1	0	0	0	0	1	1	1	1
MPN5197	Dinoflagellata	Alveolata	0	0	0	0	3	1	15	12	0	0	0	0	8	8	0	0	0	0	0	0	4	3	13	13	1	0	10	10	0	0	0	0	3	3	0	0	0	0
MPN5198	Polycystinea	Rhizaria	2	3	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN52	Acantharia	Rhizaria	0	0	0	0	1	1	16	16	6	8	2	2	4	4	2	2	0	0	0	0	2	2	0	0	2	2	1	1	0	0	0	0	0	0	1	1	3	1
MPN5201	Prymnesiophyceae	Haptista	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
MPN5207	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6
MPN521	MALV-I	Alveolata	0	0	0	0	0	0	1	1	0	1	0	0	19	23	2	3	0	0	0	0	5	8	5	7	15	17	0	0	0	0	0	0	1	2	2	3	0	0
MPN5210	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5214	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	2	3	2	0
MPN5216	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5217	Ciliophora	Alveolata	0	0	1	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
MPN522	MALV-I	Alveolata	0	0	0	2	0	4	0	0	0	0	0	0	0	7	0	0	0	1	1	1	0	2	0	2	0	0	1	6	0	0	1	5	0	0	0	0	0	0
MPN5221	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5222	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	49	0	0	0	0	4	3	0	0	0	0
MPN5225	MALV-I	Alveolata	0	0	0	0	1	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	3	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MPN5228	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5231	MAST-9	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5234	MAST-1	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5238	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	0	1	1	7	0	3	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	1	0	1	1
MPN524	RAD-B	Rhizaria	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
MPN5244	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5250	Dinoflagellata	Alveolata	1	0	0	0	1	1	2	0	6	1	6	5	3	3	1	0	0	0	1	1	0	1	8	0	4	1	3	3	0	0	0	0	1	0	6	0	1	0
MPN5255	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5259	MALV-II	Alveolata	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN526	MAST-4	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN5261	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0
MPN5262	Dinoflagellata	Alveolata	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	4	0
MPN5266	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN5269	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MPN5278	MALV-IV	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
MPN528	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
MPN5282	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5283	InSedArchaeplastida	Archaeplastida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5287	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN5289	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MPN5290	Chrysophyceae	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MPN5292	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	1
MPN53	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	2	2	10	10	0	1	1	1	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	1	0	1	2	2	0	1
MPN5306	Dinoflagellata	Alveolata	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0
MPN531	MAST-9	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0
MPN5317	MALV-I	Alveolata	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MPN532	Chlorarachniophyta	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MPN5322	Dinoflagellata	Alveolata	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5325	Apicomplexa	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MPN5329	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	2	3	1
MPN533	MALV-I	Alveolata	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	5	6	0	0	3	4
MPN5330	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0
MPN5331	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5332	Dinoflagellata	Alveolata	0	0	0	0	3	3	0	1	4	7	6	10	1	2	1	0	0	0	0	0	0	1	1	2	3	7	2	2	0	0	0	0	1	4	3	5	4	4
MPN5333	Dinoflagellata	Alveolata	2	0	0	0	0	2	1	0	8	12	27	30	11	3	2	1	1	1	0	0	9	0	2	3	0	1	24	4	2	2	3	0	11	6	5	7	9	12
MPN535	Katablepharidae	Cryptista	0	0	0	0	8	8	12	10	27	28	2	2	17	18	1	0	1	1	0	0	9	10	11	11	29	28	1	2	0	0	0	0	9	9	41	46	1	1
MPN5351	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MPN5358	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MPN5363	Polycystinea	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MPN537	Choanomonada	Obazoa	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5373	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN538	Ciliophora	Alveolata	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN5384	MAST-9	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN5386	MALV-I	Alveolata	1	1	4	3	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN539	RAD-B	Rhizaria	0	0	4	4	5	5	0	0	0	0	0	0	8	8	0	0	0	0	2	2	0	0	2	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0
MPN5393	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
MPN54	Chrysophyceae	Stramenopiles	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN541	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	1	2	8	0	0	4	3	0	0	0	0	0	0	0	0	4	8	0	0	0	0	3	3	3	3	2	3	19	27
MPN5411	RAD-A	Rhizaria	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5419	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5421	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5427	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MPN5433	MALV-I	Alveolata	0	0	0	0	0	1	0	0	0	0	0	0	4	4	0	0	0	0	0	0	1	2	0	2	0	0	1	1	0	0	0	0	1	1	0	0	0	0
MPN5437	MOCH-5	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
MPN5440	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5447	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	1	1	2	0	2	1	0	1	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	1	1	0	2	1
MPN5448	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MPN5452	Dinoflagellata	Alveolata	0	1	0	13	0	14	0	21	0	22	1	14	0	41	0	17	0	4	0	2	0	13	0	10	0	34	0	23	0	27	1	34	0	28	0	15	0	25
MPN5457	InSedArchaeplastida	Archaeplastida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MPN5471	InSedArchaeplastida	Archaeplastida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
MPN548	Acantharia	Rhizaria	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
MPN5480	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MPN5483	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
MPN5491	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
MPN5495	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
MPN5498	Dinoflagellata	Alveolata	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2
MPN550	MALV-II	Alveolata	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5507	MAST-3	Stramenopiles	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5513	InSedStramenopiles	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5514	Telonemia	Eukaryota	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN552	MAST-7	Stramenopiles	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5521	Prymnesiophyceae	Haptista	1	1	0	2	1	1	0	0	15	19	21	22	1	3	13	11	0	0	0	0	1	2	2	4	12	17	0	1	2	2	7	8	13	19	19	18	15	19
MPN5522	Dinoflagellata	Alveolata	0	0	0	1	0	3	0	2	0	3	0	20	0	12	0	2	0	0	0	0	0	2	1	1	0	11	0	6	0	0	1	3	1	14	0	9	0	12
MPN5525	Dictyochophyceae	Stramenopiles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
MPN5528	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
MPN553	MALV-II	Alveolata	0	0	0	0	1	1	0	0	11	12	11	11	3	2	1	1	0	0	0	0	0	0	4	3	3	5	0	0	0	0	0	0	11	12	7	7	46	47
MPN5544	Polycystinea	Rhizaria	0	0	0	0	12	4	4	6	0	0	0	0	7	9	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5547	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
MPN555	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MPN5550	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MPN5552	InSedArchaeplastida	Archaeplastida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5554	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MPN5558	RAD-B	Rhizaria	1	1	0	1	1	1	0	1	0	0	0	0	3	1	0	0	0	0	1	0	1	0	0	0	0	0	2	3	1	2	2	2	0	0	0	0	0	0
MPN556	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5564	MALV-II	Alveolata	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
MPN5568	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MPN5569	Ciliophora	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5574	Acantharia	Rhizaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5579	InSedEukaryota	Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MPN558	MALV-I	Alveolata	0	0	0	0	0	0	0	0	8	9	0	3	0	0	12	14	0	0	0	0	0	0	1	1	16	18	0	0	0	0	0	0	12	12	0	0	30	31
MPN5585	Dinoflagellata	Alveolata	0	0	0	0	1	0	3	0	2	1	11	3	1	0	8	3	0	0	0	0	0	0	1	0	7	1	0	0	0	0	1	0	10	2	7	3	19	5
MPN5587	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MPN559	MALV-I	Alveolata	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN5592	MALV-I	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MPN56	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
MPN5601	Prymnesiophyceae	Haptista	1	1	0	1	0	0	2	2	9	9	53	72	1	2	39	48	0	0	0	0	0	0	1	2	2	4	0	0	0	0	4	4	16	18	25	30	42	64
MPN5602	MALV-I	Alveolata	1	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0
MPN5606	Dinoflagellata	Alveolata	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0
MPN561	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	1	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	9	10
MPN5614	Acantharia	Rhizaria	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5619	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5621	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN5622	Apicomplexa	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	4	4	2	2	0	0	3	3	0	0	0	0	0	0
MPN5624	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MPN5625	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MPN5627	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPN564	Acantharia	Rhizaria	0	0	1	1	3	3	3	3	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0
MPN5640	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5642	MALV-I	Alveolata	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	1	1	0	0	0	0	0	0	0	0
MPN5655	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5657	Dinoflagellata	Alveolata	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
MPN5662	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	12	7	8	4	15	14	6	5	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	2	1	2	0	11	5
MPN5665	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5666	MALV-II	Alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPN5669	Dinoflagellata	Alveolata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	2	0	1
